paper_drug_name,mapped_compound_name,primary_targets_from_table_s1,therapeutic_indications_from_table_s1,paper_fda_status_from_table_s1,canonical_smiles,inchikey_source,source_database,source_url,nature_table_s1_source,mapping_note,rdkit_parse_ok,rdkit_canonical_smiles_from_input,rdkit_inchikey_from_input_smiles,inchikey_matches_rdkit_from_smiles
Fostamatinib,Fostamatinib,SYK,Chronic immune thrombocytopenia,FDA Approved,CC1(C(=O)N(c2c(ccc(n2)Nc3c(cnc(n3)Nc4cc(c(c(c4)OC)OC)OC)F)O1)COP(=O)(O)O)C,GKDRMWXFWHEQQT-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,GKDRMWXFWHEQQT-UHFFFAOYSA-N,TRUE
Futibatinib,Futibatinib,FGFR2,Bile duct cancers (cholangiocarcinomas) with FGFR2 fusion proteins or other rearrangements,FDA Approved,COc1cc(cc(c1)OC)C#Cc2c3c(ncnc3n(n2)C4CCN(C4)C(=O)C=C)N,KEIPNCCJPRMIAX-UHFFFAOYSA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,C=CC(=O)N1CCC(n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,KEIPNCCJPRMIAX-UHFFFAOYSA-N,TRUE
Gedatolisib,Gedatolisib,"PI3K, MTOR_FRAP1","Hormone receptor?“positive, HER2-negative metastatic breast cancer",Phase III FDA Trials,CN(C)C1CCN(CC1)C(=O)c2ccc(cc2)NC(=O)Nc3ccc(cc3)c4nc(nc(n4)N5CCOCC5)N6CCOCC6,DWZAEMINVBZMHQ-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,DWZAEMINVBZMHQ-UHFFFAOYSA-N,TRUE
Gefitinib,Gefitinib,EGFR,NSCLC with exon 19 deletions or exon 21 substitutions,FDA Approved,COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,XGALLCVXEZPNRQ-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,XGALLCVXEZPNRQ-UHFFFAOYSA-N,TRUE
Gilteritinib,Gilteritinib,FLT3,FLT3-mutation positive acute myeloid leukemia,FDA Approved,CCc1c(nc(c(n1)C(=O)N)Nc2ccc(c(c2)OC)N3CCC(CC3)N4CCN(CC4)C)NC5CCOCC5,GYQYAJJFPNQOOW-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,GYQYAJJFPNQOOW-UHFFFAOYSA-N,TRUE
Ibrutinib,Ibrutinib,BTK,"Chronic lymphocytic leukemia, mantle cell lymphoma, marginal zone lymphoma, graft vs. host disease, Waldenstrom Â¨ macroglobulinemia",FDA Approved,C=CC(=O)N1CCC[C@H](C1)n2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N,XYFPWWZEPKGCCK-GOSISDBHSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,XYFPWWZEPKGCCK-GOSISDBHSA-N,TRUE
Idelalisib,Idelalisib,PI3K,"Chronic lymphocytic leukemia (CLL), relapsed follicular B-cell non-Hodgkin lymphoma (FL), and relapsed small lymphocytic lymphoma (SLL)",FDA Approved,CC[C@@H](c1nc2cccc(c2c(=O)n1c3ccccc3)F)Nc4c5c([nH]cn5)ncn4,IFSDAJWBUCMOAH-HNNXBMFYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,IFSDAJWBUCMOAH-HNNXBMFYSA-N,TRUE
Imatinib,Imatinib,"BCR_ABL, ABL1, ABL2_ARG","Ph+ chronic myelogenous leukemia or acute lymphoblastic leukemia, aggressive systemic mastocytosis, chronic eosinophilic leukemia, dermatofibrosarcoma protuberans, hypereosinophilic syndrome, gastrointestinal stromal tumors, myelodysplastic/myeloproliferative disease",FDA Approved,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,KTUFNOKKBVMGRW-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,KTUFNOKKBVMGRW-UHFFFAOYSA-N,TRUE
Inavolisib,Inavolisib,PI3K,"Hormone receptor (HR) positive, HER2-negative, PIK3CA-mutated breast cancer ",FDA Approved,C[C@@H](C(=N)O)Nc1ccc-2c(c1)OCCn3c2nc(c3)N4[C@@H](COC4=O)C(F)F,SGEUNORSOZVTOL-CABZTGNLSA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(=N)O,SGEUNORSOZVTOL-CABZTGNLSA-N,TRUE
Infigratinib,Infigratinib,FGFR2,Cholangiocarcinomas with FGFR2 fusions or other rearrangement,FDA Approval Withdrawn,CCN1CCN(CC1)c2ccc(cc2)Nc3cc(ncn3)N(C)C(=O)Nc4c(c(cc(c4Cl)OC)OC)Cl,QADPYRIHXKWUSV-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,QADPYRIHXKWUSV-UHFFFAOYSA-N,TRUE
Lapatinib,Lapatinib,"EGFR, ERBB2_HER2",HER2-positive breast cancer,FDA Approved,CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,BCFGMOOMADDAQU-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,BCFGMOOMADDAQU-UHFFFAOYSA-N,TRUE
Larotrectinib,Larotrectinib,"TRKA, TRKB, TRKC",Solid tumors with NTRK fusion proteins,FDA Approved,c1cc(c(cc1F)[C@H]2CCCN2c3ccn4c(n3)c(cn4)NC(=O)N5CC[C@@H](C5)O)F,NYNZQNWKBKUAII-KBXCAEBGSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,NYNZQNWKBKUAII-KBXCAEBGSA-N,TRUE
Lazertinib,Lazertinib,EGFR,non-small cell lung cancer ,FDA Approved,CN(C)Cc1cn(nc1c2ccccc2)c3ccnc(n3)Nc4cc(c(cc4OC)N5CCOCC5)NC(=O)C=C,RRMJMHOQSALEJJ-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,RRMJMHOQSALEJJ-UHFFFAOYSA-N,TRUE
Leniolisib,Leniolisib,PI3K,Activated phosphoinositide 3-kinase delta syndrome ,FDA Approved,CCC(=O)N1CC[C@@H](C1)Nc2c3c(ncn2)CCN(C3)c4cc(c(nc4)OC)C(F)(F)F,MWKYMZXCGYXLPL-ZDUSSCGKSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,MWKYMZXCGYXLPL-ZDUSSCGKSA-N,TRUE
Lenvatinib,Lenvatinib,"FLT1_VEGFR1, FLT4_VEGFR3, KDR_VEGFR2, RET","Differentiated thyroid cancer, hepatocellular carcinoma, renal cell carcinoma, endometrial carcinoma",FDA Approved,COc1cc2c(cc1C(=O)N)c(ccn2)Oc3ccc(c(c3)Cl)NC(=O)NC4CC4,WOSKHXYHFSIKNG-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,WOSKHXYHFSIKNG-UHFFFAOYSA-N,TRUE
Lorlatinib,Lorlatinib,ALK,ALK-positive NSCLC,FDA Approved,C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(c(n(n3)C)C#N)-c4cc(c(nc4)N)O1)C)F,IIXWYSCJSQVBQM-LLVKDONJSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,IIXWYSCJSQVBQM-LLVKDONJSA-N,TRUE
Midostaurin,Midostaurin,FLT3,"FLT3 mutation positive AML, mastocytosis, mast cell leukemia",FDA Approved,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)N(C)C(=O)c9ccccc9)OC,BMGQWWVMWDBQGC-IIFHNQTCSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,BMGQWWVMWDBQGC-IIFHNQTCSA-N,TRUE
Mitapivat,Mitapivat,PK,hemolytic anemia ,FDA Approved,O=C(c1ccc(cc1)NS(=O)(=O)c1cccc2c1nccc2)N1CCN(CC1)CC1CC1,XAYGBKHKBBXDAK-UHFFFAOYSA-N,IUPHAR/BPS Guide to Pharmacology,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=10473&tab=structure,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_IUPHAR,TRUE,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,XAYGBKHKBBXDAK-UHFFFAOYSA-N,TRUE
Mobocertinib,Mobocertinib,EGFR,NSCLC with EGFR-positive exon 20 insertions,FDA Approval Withdrawn,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,AZSRSNUQCUDCGG-UHFFFAOYSA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,AZSRSNUQCUDCGG-UHFFFAOYSA-N,TRUE
Neratinib,Neratinib,ERBB2_HER2,HER2-positive breast cancer,FDA Approved,CCOc1cc2c(cc1NC(=O)/C=C/CN(C)C)c(c(cn2)C#N)Nc3ccc(c(c3)Cl)OCc4ccccn4,JWNPDZNEKVCWMY-VQHVLOKHSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,JWNPDZNEKVCWMY-VQHVLOKHSA-N,TRUE
Netarsudil,Netarsudil,"ROCK1, ROCK2",Glaucoma,FDA Approved,Cc1ccc(c(c1)C)C(=O)OCc2ccc(cc2)[C@@H](CN)C(=O)Nc3ccc4cnccc4c3,OURRXQUGYQRVML-AREMUKBSSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,OURRXQUGYQRVML-AREMUKBSSA-N,TRUE
Nilotinib,Nilotinib,"BCR_ABL, ABL1, ABL2_ARG",Ph+ chronic myelogenous leukemia,FDA Approved,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F,HHZIURLSWUIHRB-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,TRUE
Nintedanib,Nintedanib,"FGFR1, FGFR2, FGFR3",Idiopathic pulmonary fibrosis,FDA Approved,CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,XZXHXSATPCNXJR-ZIADKAODSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,XZXHXSATPCNXJR-ZIADKAODSA-N,TRUE
Osimertinib,Osimertinib,EGFR,NSCLC with exon 19 or exon 21 substitutions (L858R) or T790M mutations,FDA Approved,Cn1cc(c2c1cccc2)c3ccnc(n3)Nc4cc(c(cc4OC)N(C)CCN(C)C)NC(=O)C=C,DUYJMQONPNNFPI-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DUYJMQONPNNFPI-UHFFFAOYSA-N,TRUE
Pacritinib,Pacritinib,JAK2,Myelofibrosis,FDA Approved,c1cc2cc(c1)-c3ccnc(n3)Nc4ccc(c(c4)COC/C=C/COC2)OCCN5CCCC5,HWXVIOGONBBTBY-ONEGZZNKSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,HWXVIOGONBBTBY-ONEGZZNKSA-N,TRUE
Palbociclib,Palbociclib,"CDK4_CYCLIN_D1, CDK4_CYCLIN_D3, CDK4_CYCLIN_D2, CDK6_CYCLIN_D1, CDK6_CYCLIN_D3, CDK6_CYCLIN_D2",Breast cancer (HER2-positive or negative) combination therapy,FDA Approved,Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,AHJRHEGDXFFMBM-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,AHJRHEGDXFFMBM-UHFFFAOYSA-N,TRUE
Paxalisib,Paxalisib,"PI3K, MTOR_FRAP1",Brain cancers,FDA Phase III Trials to begin,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,LGWACEZVCMBSKW-UHFFFAOYSA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,LGWACEZVCMBSKW-UHFFFAOYSA-N,TRUE
Pazopanib,Pazopanib,"FLT1_VEGFR1, FLT4_VEGFR3, KDR_VEGFR2","Renal cell carcinoma, soft tissue sarcomas",FDA Approved,Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C,CUIHSIWYWATEQL-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N,TRUE
Pemigatinib,Pemigatinib,FGFR2,Advanced cholangiocarcinoma with FGFR2 fusions or rearrangements,FDA Approved,CCN1c2c3cc([nH]c3ncc2CN(C1=O)c4c(c(cc(c4F)OC)OC)F)CN5CCOCC5,HCDMJFOHIXMBOV-UHFFFAOYSA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,HCDMJFOHIXMBOV-UHFFFAOYSA-N,TRUE
Pexidartinib,Pexidartinib,FMS,Tenosynovial giant cell tumors,FDA Approved,c1cc(ncc1Cc2c[nH]c3c2cc(cn3)Cl)NCc4ccc(nc4)C(F)(F)F,JGWRKYUXBBNENE-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,JGWRKYUXBBNENE-UHFFFAOYSA-N,TRUE
Pirtobrutinib,Pirtobrutinib,BTK,"Mantle cell lymphoma, chronic lymphocytic leukemia, small lymphocytic lymphoma",FDA Approved,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,FWZAWAUZXYCBKZ-NSHDSACASA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,FWZAWAUZXYCBKZ-NSHDSACASA-N,TRUE
Ponatinib,Ponatinib,"BCR_ABL, ABL1, ABL2_ARG","Ph+ chronic myelogenous leukemia, acute lymphoblastic leukemia",FDA Approved,Cc1ccc(cc1C#Cc2cnc3n2nccc3)C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C,PHXJVRSECIGDHY-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PHXJVRSECIGDHY-UHFFFAOYSA-N,TRUE
Pralsetinib,Pralsetinib,RET,"RET-fusion protein NSCLC, RET mutant medullary thyroid cancer, RET fusion thyroid cancer",FDA Approved,Cc1[nH]nc(c1)Nc2nc(nc(c2)C)[C@H]3CC[C@@](CC3)(OC)C(=O)N[C@H](c4cnc(cc4)n5ncc(c5)F)C,GBLBJPZSROAGMF-BATDWUPUSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,GBLBJPZSROAGMF-BATDWUPUSA-N,TRUE
Quizartinib,Quizartinib,FLT3,FLT3 internal tandem duplication positive acute myelogenous leukemia in combination with cytarabine and daunorubicin,FDA Approved,CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)c3cn4c5ccc(cc5sc4n3)OCCN6CCOCC6,CVWXJKQAOSCOAB-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CVWXJKQAOSCOAB-UHFFFAOYSA-N,TRUE
