DRUG_NAME,UNIPROT_ID,exp_inh,label,pred_score,zscore_mean,rank_mean
Defactinib,O14757,23.194999999999993,0,0.423,-0.423,276.0
Defactinib,O14920,9.280000000000001,0,1.793,-1.793,2.0
Defactinib,O14965,88.795,1,1.349,-1.349,19.0
Defactinib,O15075,10.780000000000001,0,0.752,-0.752,180.0
Defactinib,O15111,27.944999999999993,0,1.231,-1.231,34.0
Defactinib,O15146,95.18,1,0.778,-0.778,166.0
Defactinib,O15264,0.0,0,0.489,-0.489,259.0
Defactinib,O15530,29.810000000000002,0,0.769,-0.769,170.0
Defactinib,O43293,15.614999999999995,0,-1.723,1.723,579.0
Defactinib,O43318,42.455,0,1.189,-1.189,45.0
Defactinib,O43353,21.224999999999994,0,0.649,-0.649,212.0
Defactinib,O43781,87.705,1,-0.606,0.606,434.0
Defactinib,O60285,79.96000000000001,1,0.257,-0.257,319.0
Defactinib,O60307,35.89,0,-0.526,0.526,423.0
Defactinib,O60674,95.325,1,1.331,-1.331,20.0
Defactinib,O75116,9.219999999999999,0,0.466,-0.466,264.0
Defactinib,O75385,58.79,1,1.095,-1.095,67.0
Defactinib,O75460,18.349999999999994,0,0.559,-0.559,242.0
Defactinib,O75582,7.640000000000001,0,0.869,-0.869,136.0
Defactinib,O75676,0.0,0,-1.103,1.103,494.0
Defactinib,O75716,85.175,1,0.644,-0.644,214.0
Defactinib,O75914,40.755,0,1.15,-1.15,54.0
Defactinib,O94804,48.15,0,0.711,-0.711,193.0
Defactinib,O94806,33.525000000000006,0,0.958,-0.958,110.0
Defactinib,O94921,80.635,1,0.997,-0.997,90.0
Defactinib,O95382,0.0,0,0.582,-0.582,235.0
Defactinib,O95747,8.965000000000003,0,0.14,-0.14,348.0
Defactinib,O95819,68.63,1,0.552,-0.552,243.0
Defactinib,O95835,44.555,0,0.389,-0.389,286.0
Defactinib,O96013,80.975,1,0.191,-0.191,334.0
Defactinib,O96017,38.945,0,-0.24,0.24,396.0
Defactinib,P00519,40.04,0,0.788,-0.788,164.0
Defactinib,P00533,94.585,1,0.928,-0.928,118.0
Defactinib,P04049,1.019999999999996,0,0.336,-0.336,294.0
Defactinib,P04626,33.540000000000006,0,0.732,-0.732,189.0
Defactinib,P04629,80.325,1,1.137,-1.137,57.0
Defactinib,P05129,51.165,1,-0.355,0.355,408.0
Defactinib,P05771,20.174999999999997,0,0.449,-0.449,268.0
Defactinib,P06213,48.0,0,0.824,-0.824,154.0
Defactinib,P06239,83.275,1,0.777,-0.777,168.0
Defactinib,P06241,64.87,1,0.623,-0.623,224.0
Defactinib,P06493,96.255,1,1.205,-1.205,38.0
Defactinib,P07332,88.46000000000001,1,1.22,-1.22,36.0
Defactinib,P07333,50.44,1,0.67,-0.67,206.0
Defactinib,P07947,60.215,1,0.705,-0.705,195.0
Defactinib,P07948,56.235,1,0.808,-0.808,160.0
Defactinib,P07949,76.1,1,0.85,-0.85,147.0
Defactinib,P08069,50.855,1,0.797,-0.797,161.0
Defactinib,P08581,43.21,0,0.992,-0.992,91.0
Defactinib,P08631,24.265,0,0.497,-0.497,256.0
Defactinib,P08922,91.815,1,0.692,-0.692,201.0
Defactinib,P09619,41.17,0,0.182,-0.182,338.0
Defactinib,P09769,58.095,1,0.725,-0.725,192.0
Defactinib,P10398,8.819999999999993,0,0.298,-0.298,309.0
Defactinib,P10721,58.365,1,0.448,-0.448,269.0
Defactinib,P11309,6.355000000000004,0,0.895,-0.895,126.0
Defactinib,P11362,59.905,1,1.241,-1.241,32.0
Defactinib,P11802,59.5,1,1.416,-1.416,12.0
Defactinib,P12931,50.17,1,1.022,-1.022,80.0
Defactinib,P14616,19.53,0,0.495,-0.495,258.0
Defactinib,P15056,1.7049999999999983,0,-0.049,0.049,371.0
Defactinib,P15735,0.0,0,0.684,-0.684,202.0
Defactinib,P16234,20.845,0,0.188,-0.188,335.0
Defactinib,P16591,84.725,1,0.884,-0.884,129.0
Defactinib,P17252,36.305,0,0.066,-0.066,357.0
Defactinib,P17612,23.685000000000002,0,1.142,-1.142,55.0
Defactinib,P17948,61.7,1,0.257,-0.257,320.0
Defactinib,P19525,71.155,1,0.278,-0.278,313.0
Defactinib,P19784,69.19,1,0.407,-0.407,279.0
Defactinib,P20794,54.36,1,0.969,-0.969,104.0
Defactinib,P21127,97.865,1,0.889,-0.889,127.0
Defactinib,P21709,4.7450000000000045,0,0.582,-0.582,234.0
Defactinib,P21802,67.065,1,1.449,-1.449,9.0
Defactinib,P22455,13.819999999999993,0,1.108,-1.108,65.0
Defactinib,P22607,65.66,1,0.983,-0.983,95.0
Defactinib,P22612,20.905,0,-0.577,0.577,430.0
Defactinib,P22694,24.944999999999993,0,-0.758,0.758,453.0
Defactinib,P23443,28.950000000000003,0,0.858,-0.858,144.0
Defactinib,P23458,93.695,1,0.601,-0.601,231.0
Defactinib,P24723,20.299999999999997,0,-0.801,0.801,456.0
Defactinib,P24941,92.59,1,0.979,-0.979,98.0
Defactinib,P25098,0.0,0,1.192,-1.192,43.0
Defactinib,P27361,29.864999999999995,0,1.127,-1.127,60.0
Defactinib,P27448,80.52,1,1.244,-1.244,31.0
Defactinib,P28482,32.69,0,1.211,-1.211,37.0
Defactinib,P29317,11.965000000000003,0,1.151,-1.151,53.0
Defactinib,P29320,9.114999999999995,0,0.699,-0.699,198.0
Defactinib,P29322,0.0,0,0.459,-0.459,266.0
Defactinib,P29323,3.8100000000000023,0,0.524,-0.524,248.0
Defactinib,P29376,38.41,0,-0.88,0.88,465.0
Defactinib,P29597,95.02,1,1.727,-1.727,4.0
Defactinib,P30530,69.875,1,0.523,-0.523,250.0
Defactinib,P31749,2.6299999999999955,0,-0.633,0.633,439.0
Defactinib,P31751,0.0,0,-0.617,0.617,438.0
Defactinib,P32298,7.7549999999999955,0,0.519,-0.519,251.0
Defactinib,P34947,6.849999999999994,0,0.203,-0.203,330.0
Defactinib,P35557,47.195,0,-1.352,1.352,518.0
Defactinib,P35626,0.0,0,0.899,-0.899,125.0
Defactinib,P35916,85.53,1,-0.364,0.364,411.0
Defactinib,P35968,27.709999999999994,0,1.064,-1.064,73.0
Defactinib,P36507,16.930000000000007,0,0.767,-0.767,171.0
Defactinib,P36888,94.58,1,0.985,-0.985,94.0
Defactinib,P36894,18.980000000000004,0,1.092,-1.092,71.0
Defactinib,P36896,5.849999999999994,0,0.934,-0.934,116.0
Defactinib,P36897,7.364999999999995,0,0.865,-0.865,140.0
Defactinib,P37023,13.36,0,-0.044,0.044,370.0
Defactinib,P37173,6.799999999999997,0,-0.129,0.129,382.0
Defactinib,P41240,15.39,0,0.62,-0.62,226.0
Defactinib,P41279,3.4650000000000034,0,-0.016,0.016,366.0
Defactinib,P41743,6.484999999999999,0,1.137,-1.137,58.0
Defactinib,P42345,1.4899999999999949,0,-0.086,0.086,377.0
Defactinib,P42679,0.0,0,1.165,-1.165,52.0
Defactinib,P42680,9.5,0,0.417,-0.417,277.0
Defactinib,P42681,37.085,0,0.314,-0.314,302.0
Defactinib,P42684,44.305,0,1.166,-1.166,51.0
Defactinib,P42685,7.200000000000003,0,0.63,-0.63,221.0
Defactinib,P43250,18.665000000000006,0,0.273,-0.273,315.0
Defactinib,P43403,1.6800000000000068,0,1.49,-1.49,8.0
Defactinib,P43405,46.97,0,1.369,-1.369,15.0
Defactinib,P45983,27.959999999999994,0,1.024,-1.024,79.0
Defactinib,P45984,16.715000000000003,0,1.02,-1.02,82.0
Defactinib,P45985,38.86,0,0.791,-0.791,163.0
Defactinib,P46734,35.150000000000006,0,0.397,-0.397,285.0
Defactinib,P48729,5.530000000000001,0,0.868,-0.868,137.0
Defactinib,P48730,12.450000000000003,0,0.814,-0.814,157.0
Defactinib,P49137,10.155000000000001,0,0.337,-0.337,293.0
Defactinib,P49674,8.105000000000004,0,0.75,-0.75,183.0
Defactinib,P49760,94.5,1,-1.364,1.364,519.0
Defactinib,P49761,17.42,0,0.843,-0.843,149.0
Defactinib,P49840,84.055,1,1.774,-1.774,3.0
Defactinib,P49841,96.305,1,1.592,-1.592,6.0
Defactinib,P50613,77.705,1,-0.004,0.004,364.0
Defactinib,P50750,93.715,1,0.94,-0.94,115.0
Defactinib,P51451,59.49,1,0.508,-0.508,252.0
Defactinib,P51617,49.98,0,1.017,-1.017,83.0
Defactinib,P51812,50.435,1,0.438,-0.438,273.0
Defactinib,P51813,53.915,1,0.732,-0.732,188.0
Defactinib,P51817,53.505,1,-0.217,0.217,393.0
Defactinib,P51955,10.534999999999997,0,0.737,-0.737,185.0
Defactinib,P51956,35.959999999999994,0,0.855,-0.855,145.0
Defactinib,P51957,81.9,1,0.757,-0.757,178.0
Defactinib,P52333,88.575,1,1.221,-1.221,35.0
Defactinib,P52564,2.5049999999999955,0,0.497,-0.497,255.0
Defactinib,P53350,48.935,0,1.139,-1.139,56.0
Defactinib,P53355,47.725,0,-0.723,0.723,446.0
Defactinib,P53667,19.67,0,0.282,-0.282,312.0
Defactinib,P53671,2.5849999999999937,0,0.069,-0.069,355.0
Defactinib,P53778,0.0,0,0.416,-0.416,278.0
Defactinib,P53779,38.505,0,1.135,-1.135,59.0
Defactinib,P54646,70.08,1,0.242,-0.242,324.0
Defactinib,P54753,7.670000000000002,0,0.113,-0.113,352.0
Defactinib,P54756,3.760000000000005,0,0.46,-0.46,265.0
Defactinib,P54760,27.75,0,0.322,-0.322,298.0
Defactinib,P54762,32.575,0,0.694,-0.694,199.0
Defactinib,P54764,19.855000000000004,0,0.65,-0.65,210.0
Defactinib,P57059,71.14,1,-0.345,0.345,406.0
Defactinib,P57078,46.08,0,0.31,-0.31,306.0
Defactinib,P68400,53.57,1,0.919,-0.919,122.0
Defactinib,P78362,45.24,0,-0.215,0.215,392.0
Defactinib,P78368,41.655,0,0.764,-0.764,174.0
Defactinib,P80192,92.19,1,0.596,-0.596,232.0
Defactinib,Q00526,92.6,1,0.947,-0.947,112.0
Defactinib,Q00534,56.855,1,1.415,-1.415,13.0
Defactinib,Q00535,96.81,1,0.977,-0.977,99.0
Defactinib,Q00536,82.875,1,1.196,-1.196,41.0
Defactinib,Q00537,75.545,1,1.075,-1.075,72.0
Defactinib,Q02156,30.61,0,0.332,-0.332,295.0
Defactinib,Q02750,6.659999999999997,0,1.584,-1.584,7.0
Defactinib,Q02763,32.760000000000005,0,0.784,-0.784,165.0
Defactinib,Q02779,85.555,1,-0.426,0.426,415.0
Defactinib,Q04759,64.75999999999999,1,0.27,-0.27,318.0
Defactinib,Q04771,0.0,0,0.309,-0.309,307.0
Defactinib,Q04912,40.12,0,1.298,-1.298,25.0
Defactinib,Q05397,98.53,1,2.143,-2.143,1.0
Defactinib,Q05513,7.019999999999996,0,0.325,-0.325,296.0
Defactinib,Q05655,35.935,0,-0.902,0.902,467.0
Defactinib,Q06187,25.385000000000005,0,0.88,-0.88,131.0
Defactinib,Q06418,39.155,0,0.544,-0.544,246.0
Defactinib,Q07002,71.7,1,1.092,-1.092,70.0
Defactinib,Q07912,61.555,1,0.734,-0.734,186.0
Defactinib,Q08345,54.275,1,0.36,-0.36,289.0
Defactinib,Q08881,25.310000000000002,0,1.005,-1.005,87.0
Defactinib,Q09013,0.0,0,0.755,-0.755,179.0
Defactinib,Q12866,47.3,0,0.734,-0.734,187.0
Defactinib,Q13043,59.185,1,1.025,-1.025,78.0
Defactinib,Q13131,77.995,1,0.399,-0.399,284.0
Defactinib,Q13153,23.885000000000005,0,0.765,-0.765,172.0
Defactinib,Q13163,10.989999999999995,0,-0.295,0.295,401.0
Defactinib,Q13164,5.469999999999999,0,0.429,-0.429,275.0
Defactinib,Q13177,29.924999999999997,0,0.487,-0.487,260.0
Defactinib,Q13188,81.01,1,0.699,-0.699,197.0
Defactinib,Q13233,9.055000000000007,0,0.287,-0.287,311.0
Defactinib,Q13237,3.969999999999999,0,-0.609,0.609,436.0
Defactinib,Q13464,12.579999999999998,0,0.481,-0.481,261.0
Defactinib,Q13470,45.65,0,0.649,-0.649,211.0
Defactinib,Q13554,20.47,0,0.145,-0.145,346.0
Defactinib,Q13555,0.0,0,-1.057,1.057,489.0
Defactinib,Q13557,27.78,0,0.198,-0.198,332.0
Defactinib,Q13627,70.06,1,0.865,-0.865,138.0
Defactinib,Q13873,83.525,1,1.166,-1.166,49.0
Defactinib,Q13882,0.0,0,0.752,-0.752,182.0
Defactinib,Q13976,4.325000000000003,0,-0.636,0.636,440.0
Defactinib,Q14012,3.700000000000003,0,-0.463,0.463,418.0
Defactinib,Q14164,16.435000000000002,0,0.632,-0.632,220.0
Defactinib,Q14289,88.045,1,1.115,-1.115,63.0
Defactinib,Q14680,81.42,1,1.192,-1.192,44.0
Defactinib,Q15139,28.099999999999994,0,1.01,-1.01,86.0
Defactinib,Q15208,91.615,1,-0.802,0.802,457.0
Defactinib,Q15303,99.59,1,0.864,-0.864,141.0
Defactinib,Q15349,67.495,1,0.166,-0.166,341.0
Defactinib,Q15375,66.5,1,0.307,-0.307,308.0
Defactinib,Q15418,70.575,1,0.56,-0.56,241.0
Defactinib,Q15569,0.0,0,0.862,-0.862,142.0
Defactinib,Q15746,12.819999999999993,0,0.316,-0.316,301.0
Defactinib,Q15759,1.2800000000000011,0,0.567,-0.567,238.0
Defactinib,Q15831,53.735,1,0.68,-0.68,204.0
Defactinib,Q15835,11.400000000000006,0,1.093,-1.093,69.0
Defactinib,Q16288,91.66499999999999,1,0.633,-0.633,218.0
Defactinib,Q16512,32.025000000000006,0,0.496,-0.496,257.0
Defactinib,Q16513,0.0,0,0.221,-0.221,328.0
Defactinib,Q16539,0.17499999999999716,0,0.016,-0.016,362.0
Defactinib,Q16566,0.0,0,-0.447,0.447,416.0
Defactinib,Q16584,96.37,1,1.01,-1.01,85.0
Defactinib,Q16620,91.345,1,0.731,-0.731,190.0
Defactinib,Q16644,8.89,0,0.672,-0.672,205.0
Defactinib,Q16816,19.010000000000005,0,0.21,-0.21,329.0
Defactinib,Q16832,11.724999999999994,0,1.312,-1.312,22.0
Defactinib,Q32MK0,25.334999999999994,0,0.017,-0.017,361.0
Defactinib,Q52WX2,16.299999999999997,0,0.641,-0.641,215.0
Defactinib,Q5S007,95.76,1,0.403,-0.403,281.0
Defactinib,Q5TCX8,75.9,1,-1.621,1.621,564.0
Defactinib,Q5TCY1,1.4599999999999937,0,1.02,-1.02,81.0
Defactinib,Q5VT25,21.870000000000005,0,-0.222,0.222,394.0
Defactinib,Q6DT37,71.46000000000001,1,-0.084,0.084,376.0
Defactinib,Q6IQ55,0.0,0,0.85,-0.85,146.0
Defactinib,Q6P2M8,0.0,0,0.289,-0.289,310.0
Defactinib,Q6P3R8,27.049999999999997,0,0.886,-0.886,128.0
Defactinib,Q6P5Z2,50.21,1,0.005,-0.005,363.0
Defactinib,Q6PHR2,40.96,0,1.181,-1.181,46.0
Defactinib,Q6VAB6,1.8199999999999932,0,-0.608,0.608,435.0
Defactinib,Q6XUX3,5.659999999999997,0,-0.725,0.725,447.0
Defactinib,Q76MJ5,7.969999999999999,0,1.027,-1.027,77.0
Defactinib,Q7KZI7,71.955,1,0.928,-0.928,119.0
Defactinib,Q7L7X3,63.71,1,-0.293,0.293,400.0
Defactinib,Q86UE8,36.305,0,0.922,-0.922,120.0
Defactinib,Q86UX6,13.909999999999997,0,-0.034,0.034,369.0
Defactinib,Q86V86,45.875,0,0.762,-0.762,176.0
Defactinib,Q86Y07,31.439999999999998,0,0.385,-0.385,287.0
Defactinib,Q86YV6,10.909999999999997,0,0.225,-0.225,327.0
Defactinib,Q86Z02,20.39,0,0.743,-0.743,184.0
Defactinib,Q8IU85,1.4300000000000068,0,0.932,-0.932,117.0
Defactinib,Q8IVH8,88.33,1,0.94,-0.94,114.0
Defactinib,Q8IW41,0.0,0,0.653,-0.653,209.0
Defactinib,Q8IWQ3,31.864999999999995,0,-0.009,0.009,365.0
Defactinib,Q8IYT8,45.67,0,0.875,-0.875,134.0
Defactinib,Q8N4C8,59.88,1,0.842,-0.842,150.0
Defactinib,Q8N568,10.230000000000004,0,-0.822,0.822,459.0
Defactinib,Q8N5S9,31.765,0,1.309,-1.309,23.0
Defactinib,Q8N752,22.97,0,0.179,-0.179,340.0
Defactinib,Q8NE63,68.945,1,-0.138,0.138,385.0
Defactinib,Q8NEV4,24.650000000000006,0,0.777,-0.777,167.0
Defactinib,Q8NG66,0.0,0,0.469,-0.469,263.0
Defactinib,Q8TD08,90.48,1,0.061,-0.061,358.0
Defactinib,Q8TD19,59.02,1,0.614,-0.614,227.0
Defactinib,Q8TDC3,28.17,0,-0.32,0.32,404.0
Defactinib,Q8TDX7,5.700000000000003,0,0.622,-0.622,225.0
Defactinib,Q8TF76,0.0,0,0.752,-0.752,181.0
Defactinib,Q8WTQ7,25.599999999999994,0,0.14,-0.14,347.0
Defactinib,Q8WXR4,81.41499999999999,1,0.623,-0.623,223.0
Defactinib,Q92630,74.775,1,0.184,-0.184,337.0
Defactinib,Q92918,88.99,1,1.245,-1.245,30.0
Defactinib,Q96BR1,5.594999999999999,0,-1.454,1.454,539.0
Defactinib,Q96GD4,80.13,1,1.054,-1.054,74.0
Defactinib,Q96GX5,17.735,0,0.603,-0.603,230.0
Defactinib,Q96KB5,5.8700000000000045,0,0.359,-0.359,290.0
Defactinib,Q96L34,83.03999999999999,1,0.975,-0.975,101.0
Defactinib,Q96NX5,0.0,0,0.638,-0.638,216.0
Defactinib,Q96PF2,12.775000000000006,0,0.252,-0.252,321.0
Defactinib,Q96PN8,11.674999999999997,0,0.963,-0.963,106.0
Defactinib,Q96PY6,59.88,1,0.731,-0.731,191.0
Defactinib,Q96Q40,70.48,1,0.356,-0.356,292.0
Defactinib,Q96QT4,0.0,0,-1.487,1.487,543.0
Defactinib,Q96RG2,8.685000000000002,0,-0.361,0.361,409.0
Defactinib,Q96RR4,58.705,1,1.111,-1.111,64.0
Defactinib,Q96S53,1.7000000000000028,0,0.138,-0.138,349.0
Defactinib,Q96SB4,35.709999999999994,0,0.243,-0.243,323.0
Defactinib,Q99683,20.519999999999996,0,1.274,-1.274,27.0
Defactinib,Q99759,18.084999999999994,0,1.349,-1.349,18.0
Defactinib,Q99986,14.939999999999998,0,1.005,-1.005,88.0
Defactinib,Q9BQI3,10.909999999999997,0,0.961,-0.961,108.0
Defactinib,Q9BUB5,0.0,0,0.078,-0.078,354.0
Defactinib,Q9BXA6,6.834999999999994,0,0.312,-0.312,305.0
Defactinib,Q9BXA7,50.16,1,-0.752,0.752,451.0
Defactinib,Q9BYP7,0.0,0,0.358,-0.358,291.0
Defactinib,Q9BYT3,78.125,1,-0.486,0.486,420.0
Defactinib,Q9BZL6,15.334999999999994,0,1.029,-1.029,76.0
Defactinib,Q9H093,55.64,1,0.149,-0.149,345.0
Defactinib,Q9H0K1,66.95,1,0.81,-0.81,159.0
Defactinib,Q9H1R3,22.595,0,0.82,-0.82,156.0
Defactinib,Q9H2K8,30.275000000000006,0,-0.034,0.034,368.0
Defactinib,Q9H2X6,69.17,1,1.17,-1.17,47.0
Defactinib,Q9H3Y6,1.7650000000000006,0,0.882,-0.882,130.0
Defactinib,Q9H422,38.905,0,0.603,-0.603,229.0
Defactinib,Q9H4A3,3.780000000000001,0,0.57,-0.57,237.0
Defactinib,Q9H4B4,0.0,0,0.469,-0.469,262.0
Defactinib,Q9HAZ1,78.325,1,-0.196,0.196,390.0
Defactinib,Q9HBH9,2.5150000000000006,0,-0.229,0.229,395.0
Defactinib,Q9HBY8,7.355000000000004,0,-0.487,0.487,421.0
Defactinib,Q9HC98,4.224999999999994,0,1.098,-1.098,66.0
Defactinib,Q9HCP0,31.92,0,0.981,-0.981,96.0
Defactinib,Q9NQU5,43.445,0,0.068,-0.068,356.0
Defactinib,Q9NR20,21.019999999999996,0,0.91,-0.91,124.0
Defactinib,Q9NRH2,5.170000000000002,0,0.406,-0.406,280.0
Defactinib,Q9NRM7,74.8,1,0.127,-0.127,350.0
Defactinib,Q9NWZ3,45.67,0,1.372,-1.372,14.0
Defactinib,Q9NY57,6.6200000000000045,0,0.23,-0.23,326.0
Defactinib,Q9NYL2,0.0,0,-0.122,0.122,381.0
Defactinib,Q9NYY3,55.01,1,0.156,-0.156,343.0
Defactinib,Q9NZJ5,20.474999999999994,0,0.669,-0.669,207.0
Defactinib,Q9P0L2,64.225,1,1.196,-1.196,42.0
Defactinib,Q9P1W9,0.0,0,0.92,-0.92,121.0
Defactinib,Q9P289,59.445,1,0.918,-0.918,123.0
Defactinib,Q9P2K8,44.63,0,0.648,-0.648,213.0
Defactinib,Q9UBE8,3.5900000000000034,0,0.196,-0.196,333.0
Defactinib,Q9UBS0,0.3050000000000068,0,-1.144,1.144,498.0
Defactinib,Q9UEE5,68.67,1,1.261,-1.261,28.0
Defactinib,Q9UEW8,84.96000000000001,1,0.439,-0.439,272.0
Defactinib,Q9UF33,43.285,0,0.963,-0.963,107.0
Defactinib,Q9UHD2,28.060000000000002,0,1.602,-1.602,5.0
Defactinib,Q9UIK4,12.959999999999994,0,-0.754,0.754,452.0
Defactinib,Q9UK32,84.405,1,-0.166,0.166,386.0
Defactinib,Q9UKE5,87.51,1,0.975,-0.975,100.0
Defactinib,Q9UKI8,38.52,0,0.957,-0.957,111.0
Defactinib,Q9UL54,58.675,1,-0.574,0.574,428.0
Defactinib,Q9UM73,40.36,0,0.764,-0.764,175.0
Defactinib,Q9UPE1,31.924999999999997,0,-0.694,0.694,443.0
Defactinib,Q9UPZ9,51.24,1,0.694,-0.694,200.0
Defactinib,Q9UQB9,89.33,1,0.992,-0.992,92.0
Defactinib,Q9UQM7,27.985,0,-0.259,0.259,397.0
Defactinib,Q9Y243,6.0,0,-0.355,0.355,407.0
Defactinib,Q9Y2H1,78.025,1,-1.166,1.166,499.0
Defactinib,Q9Y2K2,16.239999999999995,0,1.35,-1.35,17.0
Defactinib,Q9Y2U5,22.515,0,1.169,-1.169,48.0
Defactinib,Q9Y3S1,2.1299999999999955,0,0.455,-0.455,267.0
Defactinib,Q9Y463,76.075,1,0.97,-0.97,103.0
Defactinib,Q9Y4K4,91.69,1,-0.597,0.597,431.0
Defactinib,Q9Y5S2,32.80500000000001,0,0.682,-0.682,203.0
Defactinib,Q9Y6E0,61.7,1,0.941,-0.941,113.0
Defactinib,Q9Y6M4,23.614999999999995,0,0.865,-0.865,139.0
Deucravacitinib,O00141,0.0,0,0.465,-0.465,246.0
Deucravacitinib,O00238,0.0,0,0.551,-0.551,225.0
Deucravacitinib,O00311,0.0,0,0.041,-0.041,338.0
Deucravacitinib,O00418,0.0,0,-1.714,1.714,587.0
Deucravacitinib,O00444,0.3850000000000051,0,1.031,-1.031,90.0
Deucravacitinib,O00506,0.0,0,-0.006,0.006,351.0
Deucravacitinib,O14578,1.2999999999999972,0,1.087,-1.087,77.0
Deucravacitinib,O14733,0.0,0,1.049,-1.049,85.0
Deucravacitinib,O14757,0.8900000000000006,0,0.601,-0.601,212.0
Deucravacitinib,O14920,10.310000000000002,0,1.189,-1.189,53.0
Deucravacitinib,O14965,11.375,0,1.82,-1.82,8.0
Deucravacitinib,O15075,4.340000000000003,0,0.729,-0.729,169.0
Deucravacitinib,O15111,5.510000000000005,0,0.717,-0.717,173.0
Deucravacitinib,O15146,2.6700000000000017,0,0.03,-0.03,343.0
Deucravacitinib,O15264,0.0,0,0.087,-0.087,332.0
Deucravacitinib,O15530,2.0150000000000006,0,0.586,-0.586,216.0
Deucravacitinib,O43293,6.915000000000006,0,-0.173,0.173,387.0
Deucravacitinib,O43318,0.4300000000000068,0,1.222,-1.222,49.0
Deucravacitinib,O43353,25.325000000000003,0,1.496,-1.496,19.0
Deucravacitinib,O43781,4.989999999999995,0,-0.051,0.051,360.0
Deucravacitinib,O60285,16.069999999999993,0,0.033,-0.033,342.0
Deucravacitinib,O60307,0.0,0,-0.354,0.354,415.0
Deucravacitinib,O60674,16.560000000000002,0,1.261,-1.261,38.0
Deucravacitinib,O75116,6.640000000000001,0,0.702,-0.702,176.0
Deucravacitinib,O75385,0.0,0,0.945,-0.945,111.0
Deucravacitinib,O75460,0.0,0,1.004,-1.004,97.0
Deucravacitinib,O75582,10.340000000000003,0,0.616,-0.616,206.0
Deucravacitinib,O75676,0.0,0,0.237,-0.237,297.0
Deucravacitinib,O75716,13.540000000000006,0,0.863,-0.863,127.0
Deucravacitinib,O75914,3.269999999999996,0,0.276,-0.276,290.0
Deucravacitinib,O94804,0.0,0,1.148,-1.148,64.0
Deucravacitinib,O94806,6.019999999999996,0,1.182,-1.182,57.0
Deucravacitinib,O94921,0.0,0,-0.129,0.129,380.0
Deucravacitinib,O95382,5.280000000000001,0,1.841,-1.841,6.0
Deucravacitinib,O95747,7.109999999999999,0,0.676,-0.676,186.0
Deucravacitinib,O95819,26.049999999999997,0,1.225,-1.225,47.0
Deucravacitinib,O95835,2.194999999999993,0,0.917,-0.917,116.0
Deucravacitinib,O96013,8.379999999999995,0,0.981,-0.981,102.0
Deucravacitinib,O96017,0.0,0,0.433,-0.433,254.0
Deucravacitinib,P00519,39.695,0,1.06,-1.06,81.0
Deucravacitinib,P00533,2.680000000000007,0,1.679,-1.679,11.0
Deucravacitinib,P04049,10.200000000000003,0,-0.123,0.123,378.0
Deucravacitinib,P04626,0.0,0,1.184,-1.184,56.0
Deucravacitinib,P04629,0.0,0,0.858,-0.858,130.0
Deucravacitinib,P05129,14.915000000000006,0,0.418,-0.418,262.0
Deucravacitinib,P05771,2.7849999999999966,0,0.477,-0.477,243.0
Deucravacitinib,P06213,0.0,0,1.136,-1.136,67.0
Deucravacitinib,P06239,56.695,1,1.141,-1.141,66.0
Deucravacitinib,P06241,14.075000000000003,0,1.011,-1.011,95.0
Deucravacitinib,P06493,3.6500000000000057,0,0.794,-0.794,151.0
Deucravacitinib,P07332,0.0799999999999983,0,1.226,-1.226,45.0
Deucravacitinib,P07333,45.96,0,0.889,-0.889,121.0
Deucravacitinib,P07947,25.629999999999995,0,0.84,-0.84,139.0
Deucravacitinib,P07948,49.835,0,1.327,-1.327,28.0
Deucravacitinib,P07949,45.465,0,1.214,-1.214,50.0
Deucravacitinib,P08069,2.2900000000000063,0,1.053,-1.053,82.0
Deucravacitinib,P08581,97.895,1,1.399,-1.399,24.0
Deucravacitinib,P08631,16.069999999999993,0,1.003,-1.003,98.0
Deucravacitinib,P08922,5.280000000000001,0,0.599,-0.599,214.0
Deucravacitinib,P09619,23.25,0,0.306,-0.306,282.0
Deucravacitinib,P09769,13.325000000000003,0,1.59,-1.59,15.0
Deucravacitinib,P10398,12.375,0,1.247,-1.247,44.0
Deucravacitinib,P10721,45.42,0,0.78,-0.78,156.0
Deucravacitinib,P11309,0.0,0,-0.209,0.209,395.0
Deucravacitinib,P11362,85.12,1,0.924,-0.924,115.0
Deucravacitinib,P11802,2.269999999999996,0,0.513,-0.513,233.0
Deucravacitinib,P12931,15.310000000000002,0,1.247,-1.247,43.0
Deucravacitinib,P14616,0.0,0,0.774,-0.774,157.0
Deucravacitinib,P15056,15.150000000000006,0,-0.175,0.175,388.0
Deucravacitinib,P15735,3.280000000000001,0,0.993,-0.993,100.0
Deucravacitinib,P16234,37.705,0,0.26,-0.26,292.0
Deucravacitinib,P16591,4.599999999999994,0,1.189,-1.189,54.0
Deucravacitinib,P17252,9.090000000000003,0,0.882,-0.882,123.0
Deucravacitinib,P17612,1.8199999999999932,0,0.442,-0.442,250.0
Deucravacitinib,P17948,61.925,1,0.855,-0.855,133.0
Deucravacitinib,P19525,83.225,1,0.229,-0.229,302.0
Deucravacitinib,P19784,0.0,0,0.542,-0.542,228.0
Deucravacitinib,P20794,0.0,0,0.067,-0.067,334.0
Deucravacitinib,P21127,0.0,0,0.426,-0.426,258.0
Deucravacitinib,P21709,12.0,0,0.477,-0.477,244.0
