UNIPROT,mp_AK,mp_RTM,n,n_pdb,in_pdb
Q96MA6,0.8384122093203076,0.8798305078361679,92,0,False
Q96NX5,0.307771413640056,0.3899000253303172,92,0,False
Q96PC2,0.606766329742119,0.7639757350862958,92,0,False
Q96PF2,0.5059308210709882,0.8991780332351058,92,0,False
Q96PN8,0.5941063913789525,0.5790645195725372,92,0,False
Q96PY6,0.372753502601031,0.3235976649136297,92,0,False
Q96Q04,0.6599861576884123,0.629738208041261,92,0,False
Q96Q40,0.5020815954211499,0.6898231733366178,92,0,False
Q96QP1,0.5172372635554762,0.6104917511220969,92,0,False
Q96QS6,0.8040637376964263,0.5952603019687647,92,0,False
Q96QT4,0.7491372364802575,0.8037021238501763,92,0,False
Q96RG2,0.4553106087076587,0.48404047451292337,92,0,False
Q96RR4,0.3256151296023124,0.15623753533139292,92,3,True
Q96S38,0.6427607986256908,0.7303236382177407,92,0,False
Q96S44,0.6154773099300892,0.5086986526573434,92,0,False
Q96S53,0.5898626275163378,0.4085420765122678,92,0,False
Q96SB4,0.22643263311186718,0.23199841368256952,92,1,True
Q96T60,0.6985335914774421,0.8215167592769347,92,1,True
Q99558,0.313415678939937,0.2293733592841751,92,2,True
Q99570,0.5035879800332294,0.498037502868747,92,0,False
Q99640,0.3086322502622279,0.13628037439511273,92,8,True
Q99683,0.19321629215390435,0.1721457249554399,92,18,True
Q99755,0.6788305492476546,0.8279263382916655,92,0,False
Q99759,0.341690632173005,0.5561980329947972,92,0,False
Q99986,0.522003067230304,0.4187521416250254,92,0,False
Q9BQI3,0.34359160504950703,0.5049446863609229,92,0,False
Q9BRR6,0.9402009318642601,0.8369491397956837,92,0,False
Q9BRS2,0.7494813289144819,0.5039297964691875,92,0,False
Q9BTU6,0.7016060602053734,0.8590592668259265,92,0,False
Q9BUB5,0.41652134487387393,0.5210777246734498,92,0,False
Q9BVS4,0.4403556925050994,0.35998425904515563,92,1,True
Q9BWU1,0.6003082948630556,0.7743561993560475,92,0,False
Q9BX84,0.8074460709353201,0.9640741070343595,92,0,False
Q9BXA6,0.7182648953461978,0.6179293021336002,92,0,False
Q9BXA7,0.5956339739339052,0.6786503737213971,92,0,False
Q9BXM7,0.5580947556146506,0.9706560498854452,92,0,False
Q9BXU1,0.857821274962874,0.8380452493641656,92,0,False
Q9BYP7,0.39444741594942834,0.2882539563031393,92,0,False
Q9BYT3,0.6150560461643407,0.49254893365970576,92,0,False
Q9BZ23,0.6894665811329752,0.6157449795885825,92,0,False
Q9BZL6,0.2790422228245387,0.5461107663021503,92,0,False
Q9BZX2,0.8675377828714634,0.6910595263868174,92,3,True
Q9C098,0.4531567031849928,0.42858905628553773,92,0,False
Q9H093,0.4344501952945251,0.6350617617279702,92,0,False
Q9H0K1,0.39742468586291285,0.48952132705660817,92,0,False
Q9H1R3,0.580227372682347,0.5135296176460125,92,0,False
Q9H2G2,0.35601393622000704,0.2147629284052103,92,0,False
Q9H2K8,0.4190288768418649,0.29833027667705897,92,0,False
Q9H2X6,0.4337868737951576,0.7000185195394633,92,0,False
Q9H3S4,0.8692788518630973,0.9964272855964399,92,0,False
Q9H3Y6,0.44444534287899634,0.3632890491609028,92,0,False
Q9H422,0.43589222874893985,0.34280550440780255,92,0,False
Q9H477,0.638711116332447,0.6578897624479165,92,0,False
Q9H479,0.790345021869581,0.631346637143052,92,0,False
Q9H4A3,0.4085450884151767,0.49513535849108,92,0,False
Q9H4B4,0.4565664296415148,0.3708357428098203,92,0,False
Q9H5K3,0.6986903894040002,0.8365871665976418,92,0,False
Q9H8X2,0.5195911706688461,0.8048835794407058,92,0,False
Q9H999,0.7468821873685642,0.6130160931229376,92,2,True
Q9HA47,0.9424412638988349,0.7745935304069608,92,0,False
Q9HA64,0.7330892068634091,0.596490753656201,92,0,False
Q9HAZ1,0.38236649696831154,0.27073593732535944,92,1,True
Q9HBH9,0.3123927080544354,0.2532625384166917,92,8,True
Q9HBU6,0.6835469519038623,0.8539219354909313,91,0,False
Q9HBY8,0.5870418935969389,0.7666798287879588,92,0,False
Q9HC98,0.5790622365228097,0.487755072113987,92,0,False
Q9HCP0,0.3827135122960875,0.32830924984000953,92,0,False
Q9NPI5,0.744687005185939,0.6924637577394612,90,0,False
Q9NQU5,0.48928328751893085,0.25475163600836553,92,0,False
Q9NR20,0.4348178988060632,0.8935319434744203,92,0,False
Q9NRA0,0.6486025581992249,0.5828001680878829,92,0,False
Q9NRH2,0.4914659197281507,0.8563546512735517,92,0,False
Q9NRM7,0.5506522367568882,0.5480125395709697,92,0,False
Q9NRP7,0.45672609411301535,0.4764091678612106,92,0,False
Q9NSY1,0.23219897245258347,0.21014424427875475,92,2,True
Q9NVF9,0.6035853451721783,0.8027776936389752,92,0,False
Q9NWW6,0.6947501990754,0.8474216239383037,92,0,False
Q9NWZ3,0.17451941252464326,0.13894544947421217,92,33,True
Q9NWZ5,0.8919893323787041,0.8809768816819262,92,0,False
Q9NY57,0.4024099416591088,0.9063485389381405,92,0,False
Q9NYA1,0.5173698244733916,0.43766162520634566,92,3,True
Q9NYL2,0.3979523672210831,0.29660146048293645,92,3,True
Q9NYV4,0.307793034149289,0.32386579327032106,92,2,True
Q9NYY3,0.3785232204767956,0.46314168857887766,92,5,True
Q9NZJ5,0.19518103339164491,0.27291652740502403,92,8,True
Q9P0L2,0.4333923791738559,0.5383596417964153,92,0,False
Q9P1W9,0.44931907574784785,0.3879673014654813,92,1,True
Q9P286,0.6052707137129194,0.4534259295072496,92,0,False
Q9P289,0.2677956261041939,0.13415144847382726,92,0,False
Q9P2K8,0.20785344563124444,0.10922961047839184,92,3,True
Q9UBE8,0.43859477495598115,0.44221068426609456,92,0,False
Q9UBF8,0.5565141960054673,0.4311097668932787,92,2,True
Q9UBS0,0.5472045739484664,0.636008434107209,92,0,False
Q9UEE5,0.46572963253562366,0.2267236831679055,92,0,False
Q9UEW8,0.38916787871251657,0.7268626622902196,92,0,False
Q9UF33,0.3871876191763602,0.3417230447280613,92,0,False
Q9UHD2,0.41041268732469166,0.1922401806338721,92,8,True
Q9UHH9,0.70095183245379,0.785102480899498,92,0,False
Q9UHJ6,0.8377123327228023,0.9253638554596495,92,0,False
Q9UIG0,0.8894759513978311,0.9624588266974574,92,0,False
Q9UIJ7,0.765428226426794,0.6455774029291943,92,0,False
Q9UIK4,0.6528681414257327,0.6354957544530674,92,0,False
Q9UJ70,0.8566273565480316,0.6964065357832753,92,0,False
Q9UK32,0.5827761389107967,0.5426993442389163,92,0,False
Q9UKE5,0.24664253909865408,0.18149783061567187,92,2,True
Q9UKI8,0.41554106148507197,0.6103967896323922,92,0,False
Q9UL54,0.5519436567001416,0.4572860711598751,92,0,False
Q9UM73,0.12908181026190402,0.10325542310574716,92,34,True
Q9UPE1,0.6408985039815113,0.8832100096608408,92,0,False
Q9UPQ8,0.6141096105343558,0.876963239585079,92,0,False
Q9UPZ9,0.584105664700859,0.8914561021716549,92,0,False
Q9UQ07,0.5239069712346606,0.5778417658437047,92,0,False
Q9UQ88,0.6174513292829377,0.537585620613619,92,0,False
Q9UQB9,0.3514785687075534,0.17739846846586707,92,0,False
Q9UQM7,0.42977945702596165,0.3480649390405036,92,0,False
Q9Y223,0.7444814467660533,0.7102741893188885,92,2,True
Q9Y243,0.6762465233874608,0.6406702283312914,92,0,False
Q9Y259,0.6419172169559515,0.42305944276318597,92,1,True
Q9Y2H1,0.6501801150815973,0.5569028489337383,92,0,False
Q9Y2H9,0.6242278381734399,0.6909054323878171,92,0,False
Q9Y2I7,0.6112308169216432,0.7155345941850916,92,0,False
Q9Y2K2,0.28767572890322485,0.13657766500244095,92,0,False
Q9Y2U5,0.3359086104950898,0.48329193392312375,92,0,False
Q9Y3D8,0.941484977046343,0.9520217118628543,92,0,False
Q9Y3S1,0.5085801988057442,0.9800513449452659,92,0,False
Q9Y463,0.29697499158834867,0.18498576094875416,92,0,False
Q9Y4B6,0.6052477504720626,0.6514532691217226,92,0,False
Q9Y4K4,0.5254430102076131,0.5779245342142028,92,0,False
Q9Y572,0.40308487315735303,0.1962082393124256,92,0,False
Q9Y5B8,0.7435795134760681,0.7620117967278656,92,0,False
Q9Y5S2,0.4777559629116575,0.40127386275382115,92,2,True
Q9Y6E0,0.3025856173047082,0.1733223696321778,92,14,True
Q9Y6K8,0.6862155186279825,0.6816090832827917,92,0,False
Q9Y6M4,0.4682730937936643,0.35504035742668877,92,4,True
Q9Y6R4,0.4717015550854643,0.6440342861677446,92,0,False
Q9Y6S9,0.6802996323304573,0.7101625748662223,92,0,False
Q9Y6T7,0.6106829637015733,0.7937919894651699,92,0,False
